customer_id,age,tenure_months,contract_type,internet_service,tech_support,online_security,streaming_service,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,satisfaction_score,avg_monthly_usage_gb,churn
CUST-004419,51,66,Month-to-month,DSL,No,Yes,Yes,Yes,Electronic check,62.71,4132.05,0,4,92.6,Yes
CUST-004420,65,2,Two year,Fiber optic,No,No,No,Yes,Mailed check,50.8,89.35,0,3,330.1,No
CUST-004421,62,2,Two year,DSL,No,No,No,No,Credit card,47.66,65.08,0,4,187.1,No
CUST-004422,56,14,One year,No internet service,No,No,No,No,Electronic check,19.69,245.17,0,3,5.9,No
CUST-004423,24,41,Month-to-month,No internet service,No,Yes,Yes,Yes,Mailed check,35.3,1432.65,0,5,8.1,No
CUST-004424,35,72,Month-to-month,DSL,No,No,No,No,Electronic check,40.82,2931.12,0,4,56.5,No
CUST-004425,30,34,Two year,Fiber optic,Yes,Yes,No,Yes,Bank transfer,79.55,2733.02,2,3,502.2,Yes
CUST-004426,56,12,Two year,DSL,Yes,No,No,No,Credit card,55.34,683.87,0,3,195.9,No
CUST-004427,48,8,Month-to-month,No internet service,Yes,No,No,Yes,Bank transfer,26.09,192.31,0,1,3.3,Yes
CUST-004428,24,21,One year,No internet service,Yes,No,Yes,Yes,Credit card,42.8,914.26,1,4,0.0,No
CUST-004429,42,13,Month-to-month,DSL,No,No,No,No,Credit card,39.24,494.13,2,2,186.2,Yes
CUST-004430,23,12,Month-to-month,DSL,No,No,Yes,No,Credit card,53.74,643.12,0,3,149.7,No
CUST-004431,44,63,Two year,Fiber optic,Yes,No,Yes,No,Mailed check,88.43,5577.57,1,3,324.0,No
CUST-004432,20,7,Two year,Fiber optic,No,No,Yes,Yes,Electronic check,74.98,567.06,1,2,189.8,No
CUST-004433,53,50,Two year,Fiber optic,No,No,Yes,No,Bank transfer,85.58,4284.38,1,3,272.3,No
CUST-004434,51,21,Month-to-month,Fiber optic,No,No,Yes,No,Credit card,78.38,1616.42,1,4,335.8,Yes
CUST-004435,74,7,Month-to-month,DSL,No,No,Yes,Yes,Mailed check,51.16,373.0,0,3,177.6,Yes
CUST-004436,58,17,Two year,Fiber optic,Yes,No,Yes,Yes,Mailed check,77.15,1334.29,0,4,230.9,No
CUST-004437,39,14,One year,DSL,No,No,Yes,No,Bank transfer,60.92,870.65,0,4,26.1,No
CUST-004438,57,4,Month-to-month,DSL,No,No,No,Yes,Electronic check,41.96,147.96,1,3,100.8,No
CUST-004439,24,2,Month-to-month,Fiber optic,Yes,No,No,Yes,Bank transfer,77.58,157.65,1,3,393.6,No
CUST-004440,31,11,Month-to-month,DSL,No,Yes,No,Yes,Bank transfer,48.3,530.94,0,3,111.8,No
CUST-004441,50,51,One year,Fiber optic,No,No,No,Yes,Credit card,66.21,3412.1,1,3,125.1,No
CUST-004442,18,14,Two year,Fiber optic,Yes,No,No,Yes,Bank transfer,71.32,1010.81,0,5,348.6,No
CUST-004443,44,0,Month-to-month,No internet service,No,No,Yes,Yes,Electronic check,33.28,67.61,0,4,7.8,Yes
CUST-004444,30,13,Month-to-month,Fiber optic,No,No,No,No,Mailed check,68.65,878.26,1,2,372.5,No
CUST-004445,47,2,Month-to-month,Fiber optic,Yes,No,No,Yes,Mailed check,73.1,141.87,0,3,176.9,Yes
CUST-004446,29,18,One year,DSL,Yes,No,No,Yes,Mailed check,56.31,1002.83,0,3,202.5,No
CUST-004447,51,1,Month-to-month,Fiber optic,Yes,No,No,Yes,Credit card,64.51,84.08,1,4,373.6,No
CUST-004448,45,8,Month-to-month,Fiber optic,No,No,Yes,Yes,Bank transfer,79.08,655.43,1,5,239.9,Yes
CUST-004449,66,58,One year,DSL,Yes,Yes,Yes,Yes,Bank transfer,71.12,4132.78,1,4,166.5,No
CUST-004450,45,38,Month-to-month,DSL,Yes,No,No,Yes,Bank transfer,51.69,1966.12,0,3,25.2,No
CUST-004451,33,31,One year,DSL,No,Yes,No,No,Bank transfer,39.04,1218.6,3,3,33.6,No
CUST-004452,41,63,One year,No internet service,No,No,No,No,Credit card,18.0,1106.35,0,5,6.6,No
CUST-004453,25,15,Month-to-month,Fiber optic,No,No,No,No,Electronic check,66.14,983.88,0,3,323.5,No
CUST-004454,51,2,One year,DSL,No,No,No,Yes,Electronic check,46.77,86.92,2,2,203.5,Yes
CUST-004455,54,23,One year,Fiber optic,No,Yes,No,No,Electronic check,73.05,1679.88,2,4,296.7,No
CUST-004456,82,71,One year,Fiber optic,Yes,No,Yes,No,Credit card,84.96,6019.12,0,2,388.1,No
CUST-004457,36,11,One year,No internet service,No,No,No,No,Credit card,18.0,181.01,0,4,5.8,No
CUST-004458,41,32,Month-to-month,DSL,Yes,No,No,No,Credit card,47.86,1499.56,3,3,100.8,No
CUST-004459,36,9,Month-to-month,Fiber optic,No,Yes,No,No,Electronic check,60.45,552.69,0,3,477.1,No
CUST-004460,48,8,Month-to-month,Fiber optic,No,No,Yes,No,Credit card,77.62,593.53,3,1,324.3,No
CUST-004461,51,43,Month-to-month,Fiber optic,Yes,No,No,No,Credit card,82.53,3568.78,0,4,383.6,Yes
CUST-004462,44,26,Month-to-month,DSL,Yes,Yes,Yes,Yes,Electronic check,70.54,1840.52,1,2,164.4,No
CUST-004463,61,72,Month-to-month,Fiber optic,Yes,No,No,Yes,Bank transfer,69.2,5000.13,1,3,336.2,No
CUST-004464,36,11,One year,No internet service,No,No,No,Yes,Credit card,20.13,203.59,1,4,3.6,No
CUST-004465,60,2,Month-to-month,Fiber optic,Yes,No,No,No,Mailed check,72.32,181.92,0,3,263.3,No
CUST-004466,53,69,Two year,Fiber optic,No,No,Yes,No,Credit card,68.32,4758.47,0,5,278.7,No
CUST-004467,45,26,One year,No internet service,Yes,No,No,No,Bank transfer,29.27,761.62,0,2,10.7,No
CUST-004468,40,47,Month-to-month,No internet service,No,No,No,Yes,Mailed check,19.46,922.49,0,3,4.5,No
CUST-004469,81,22,One year,Fiber optic,Yes,No,No,No,Electronic check,72.15,1587.04,1,4,285.6,No
CUST-004470,33,48,Month-to-month,DSL,Yes,Yes,No,Yes,Electronic check,68.94,3329.27,1,3,174.0,No
CUST-004471,49,17,Two year,No internet service,Yes,Yes,Yes,No,Bank transfer,45.49,789.18,1,3,0.0,No
CUST-004472,34,5,Two year,DSL,Yes,No,No,Yes,Electronic check,62.11,275.04,0,5,111.8,No
CUST-004473,72,16,Two year,DSL,Yes,Yes,Yes,Yes,Mailed check,66.86,1053.23,1,3,87.3,No
CUST-004474,58,5,One year,DSL,Yes,Yes,No,Yes,Credit card,51.45,265.11,0,5,139.1,No
CUST-004475,35,17,Two year,No internet service,No,No,No,Yes,Electronic check,18.0,321.47,0,4,1.2,No
CUST-004476,53,2,One year,DSL,No,Yes,Yes,Yes,Mailed check,68.87,140.73,1,4,178.9,No
CUST-004477,49,41,Two year,Fiber optic,Yes,Yes,Yes,No,Credit card,87.21,3541.68,1,3,523.4,No
CUST-004478,37,19,Month-to-month,DSL,No,No,No,Yes,Credit card,37.87,730.66,1,2,161.5,No
CUST-004479,56,22,Two year,DSL,No,Yes,No,No,Credit card,52.7,1195.9,0,4,127.2,No
CUST-004480,51,11,One year,DSL,No,No,Yes,Yes,Mailed check,55.08,559.96,1,4,154.4,No
CUST-004481,48,15,Month-to-month,Fiber optic,No,Yes,No,Yes,Electronic check,73.87,1126.84,2,4,369.8,No
CUST-004482,44,68,Two year,DSL,Yes,No,No,Yes,Credit card,49.64,3412.16,1,3,126.9,No
CUST-004483,51,12,One year,DSL,No,No,Yes,Yes,Credit card,52.38,647.43,0,3,248.7,No
CUST-004484,48,23,Two year,No internet service,No,No,Yes,No,Bank transfer,40.3,925.29,2,5,3.6,No
CUST-004485,46,27,Month-to-month,Fiber optic,No,Yes,Yes,No,Electronic check,78.84,2146.62,0,4,418.5,No
CUST-004486,35,48,One year,DSL,No,No,No,No,Bank transfer,40.82,1957.63,0,2,218.3,No
CUST-004487,70,14,One year,DSL,No,Yes,Yes,No,Bank transfer,65.31,925.18,0,3,230.7,No
CUST-004488,29,18,Month-to-month,Fiber optic,No,No,No,No,Credit card,51.07,920.93,2,3,277.3,No
CUST-004489,51,22,One year,DSL,No,Yes,No,No,Electronic check,54.66,1204.75,4,1,100.5,No
CUST-004490,40,5,One year,Fiber optic,Yes,Yes,No,Yes,Electronic check,87.94,424.46,1,3,287.6,No
CUST-004491,71,47,Month-to-month,No internet service,No,Yes,No,Yes,Mailed check,30.33,1416.24,0,5,4.3,No
CUST-004492,31,10,One year,DSL,No,Yes,Yes,No,Credit card,57.79,610.39,2,1,99.5,No
CUST-004493,34,1,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Credit card,75.38,62.98,1,2,403.8,Yes
CUST-004494,30,6,Two year,DSL,Yes,Yes,Yes,No,Electronic check,71.32,388.8,0,1,154.3,No
CUST-004495,50,17,Two year,No internet service,No,No,Yes,No,Mailed check,33.83,645.42,2,2,1.9,Yes
CUST-004496,24,13,Month-to-month,Fiber optic,Yes,No,No,Yes,Bank transfer,81.07,1045.18,2,2,294.4,No
CUST-004497,38,23,Month-to-month,No internet service,No,No,Yes,No,Electronic check,39.84,910.95,0,2,7.4,Yes
CUST-004498,18,12,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Credit card,77.92,927.0,1,5,260.7,Yes
CUST-004499,49,20,Month-to-month,Fiber optic,Yes,Yes,No,No,Mailed check,76.34,1527.12,3,4,464.9,No
CUST-004500,37,43,Two year,DSL,No,No,No,No,Credit card,41.09,1751.69,1,3,233.2,No
CUST-004501,23,4,Month-to-month,Fiber optic,No,Yes,No,No,Bank transfer,74.22,326.67,0,5,284.4,No
CUST-004502,61,38,Month-to-month,No internet service,No,No,No,Yes,Credit card,25.4,961.21,2,3,9.3,No
CUST-004503,25,13,Month-to-month,DSL,Yes,No,Yes,Yes,Electronic check,65.34,828.51,0,2,134.7,Yes
CUST-004504,57,72,One year,DSL,Yes,No,No,Yes,Mailed check,52.99,3757.91,0,3,172.4,No
CUST-004505,34,18,Two year,DSL,Yes,No,Yes,Yes,Mailed check,75.57,1382.16,0,2,151.8,No
CUST-004506,69,3,Month-to-month,DSL,No,No,Yes,Yes,Electronic check,60.4,172.39,0,2,152.5,Yes
CUST-004507,56,39,Month-to-month,DSL,No,No,Yes,Yes,Bank transfer,46.74,1830.37,0,4,135.4,No
CUST-004508,30,21,Month-to-month,DSL,No,No,Yes,No,Credit card,56.83,1174.85,0,4,223.4,No
CUST-004509,31,36,Month-to-month,No internet service,No,Yes,Yes,Yes,Mailed check,39.01,1406.24,1,2,4.1,No
CUST-004510,54,2,Month-to-month,DSL,No,No,No,Yes,Credit card,43.65,86.75,0,4,196.9,No
CUST-004511,41,2,One year,Fiber optic,Yes,Yes,No,Yes,Electronic check,85.31,189.04,0,4,320.0,No
CUST-004512,42,3,Month-to-month,DSL,No,No,No,No,Electronic check,43.35,133.36,0,3,188.2,Yes
CUST-004513,64,7,Month-to-month,DSL,Yes,No,No,No,Electronic check,48.08,314.1,0,2,155.0,No
CUST-004514,34,21,One year,Fiber optic,No,Yes,No,Yes,Credit card,67.45,1464.5,1,4,405.8,No
CUST-004515,46,7,One year,Fiber optic,No,No,No,Yes,Electronic check,68.37,487.28,0,4,329.5,No
CUST-004516,59,31,Month-to-month,Fiber optic,Yes,No,No,Yes,Electronic check,66.23,2034.23,0,5,139.5,Yes
CUST-004517,57,2,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Electronic check,80.54,164.86,0,4,434.3,No
CUST-004518,43,3,One year,No internet service,Yes,Yes,Yes,No,Mailed check,50.24,158.54,3,2,3.1,No
CUST-004519,41,72,Month-to-month,DSL,No,No,Yes,Yes,Mailed check,50.2,3624.08,1,2,129.3,No
CUST-004520,19,44,Two year,Fiber optic,No,Yes,Yes,Yes,Mailed check,77.81,3430.91,2,3,403.9,No
CUST-004521,29,9,Two year,No internet service,Yes,Yes,No,Yes,Credit card,25.52,234.59,0,4,2.3,No
CUST-004522,50,3,Two year,No internet service,No,No,No,No,Mailed check,18.0,72.35,0,4,6.0,No
CUST-004523,43,20,Month-to-month,No internet service,No,Yes,No,Yes,Electronic check,23.39,482.36,0,3,4.3,No
CUST-004524,46,2,Month-to-month,Fiber optic,No,Yes,Yes,No,Bank transfer,81.81,178.55,2,2,391.2,Yes
CUST-004525,61,1,Two year,Fiber optic,No,No,No,No,Electronic check,60.42,24.89,0,5,118.6,No
CUST-004526,27,13,Month-to-month,DSL,No,Yes,Yes,No,Electronic check,61.09,759.48,0,5,173.1,No
CUST-004527,41,25,Month-to-month,DSL,No,No,No,Yes,Credit card,49.9,1231.64,1,2,211.7,No
CUST-004528,48,6,One year,DSL,Yes,No,No,Yes,Electronic check,54.67,323.05,0,4,48.0,No
CUST-004529,34,9,Month-to-month,DSL,Yes,No,No,Yes,Credit card,63.67,557.83,1,4,193.2,No
CUST-004530,66,72,One year,DSL,Yes,Yes,No,No,Bank transfer,55.63,3985.04,1,4,172.8,No
CUST-004531,59,27,Two year,No internet service,No,No,Yes,No,Credit card,29.75,808.03,0,5,4.9,No
CUST-004532,49,72,One year,DSL,No,No,No,No,Mailed check,45.77,3277.98,1,5,142.4,No
CUST-004533,72,28,Month-to-month,No internet service,No,No,No,Yes,Bank transfer,18.0,455.93,0,4,2.1,No
CUST-004534,23,17,Two year,No internet service,No,No,No,Yes,Bank transfer,19.87,310.63,0,3,6.9,No
CUST-004535,45,5,One year,Fiber optic,Yes,No,No,Yes,Credit card,63.41,304.86,0,3,390.3,No
CUST-004536,50,1,Month-to-month,No internet service,No,Yes,No,No,Electronic check,24.15,18.98,2,3,6.3,No
CUST-004537,31,15,One year,Fiber optic,No,No,No,Yes,Bank transfer,69.39,1058.82,1,5,339.8,No
CUST-004538,50,59,Month-to-month,Fiber optic,No,No,No,No,Bank transfer,74.52,4405.37,0,3,400.6,No
CUST-004539,28,4,Month-to-month,No internet service,No,No,No,Yes,Electronic check,27.24,68.86,0,4,5.2,Yes
CUST-004540,55,4,One year,Fiber optic,No,No,Yes,Yes,Electronic check,77.63,339.57,1,4,322.3,Yes
CUST-004541,61,32,Month-to-month,DSL,Yes,No,No,Yes,Credit card,55.41,1769.13,4,2,190.4,Yes
CUST-004542,49,2,Month-to-month,No internet service,No,No,Yes,Yes,Bank transfer,33.65,68.68,0,4,7.2,No
CUST-004543,18,5,One year,Fiber optic,Yes,No,Yes,No,Bank transfer,82.23,413.57,0,3,126.4,Yes
CUST-004544,30,43,Month-to-month,Fiber optic,No,Yes,No,Yes,Bank transfer,66.2,2829.55,2,2,380.3,No
CUST-004545,53,5,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,74.24,382.47,0,4,383.9,No
CUST-004546,45,39,Month-to-month,DSL,No,No,No,Yes,Electronic check,44.45,1694.58,0,2,170.1,No
CUST-004547,18,25,One year,Fiber optic,No,Yes,No,Yes,Bank transfer,75.2,1906.8,1,4,253.4,No
CUST-004548,64,63,Two year,Fiber optic,Yes,No,No,Yes,Bank transfer,61.1,3853.05,1,4,422.1,No
CUST-004549,47,25,Month-to-month,No internet service,No,No,No,Yes,Bank transfer,19.13,485.51,0,5,5.5,No
CUST-004550,33,2,One year,Fiber optic,No,No,No,Yes,Mailed check,71.05,152.63,0,4,454.0,No
CUST-004551,60,72,Month-to-month,DSL,No,Yes,Yes,Yes,Bank transfer,65.88,4734.53,2,2,195.4,Yes
CUST-004552,35,2,Month-to-month,Fiber optic,No,No,No,Yes,Bank transfer,60.08,145.58,0,5,407.5,No
CUST-004553,35,12,Month-to-month,DSL,Yes,No,Yes,No,Mailed check,58.45,686.9,0,5,179.5,No
CUST-004554,50,29,Month-to-month,DSL,Yes,Yes,No,No,Bank transfer,58.77,1684.32,1,4,147.6,Yes
CUST-004555,72,10,Month-to-month,DSL,No,Yes,No,No,Electronic check,54.93,552.28,0,4,85.1,Yes
CUST-004556,69,6,One year,Fiber optic,No,No,Yes,No,Electronic check,79.58,449.92,0,2,341.8,No
CUST-004557,50,24,One year,Fiber optic,No,No,No,Yes,Credit card,65.58,1562.59,0,4,227.0,No
CUST-004558,52,3,Two year,Fiber optic,Yes,No,Yes,Yes,Mailed check,88.21,269.85,0,2,319.3,No
CUST-004559,57,2,Two year,Fiber optic,Yes,No,Yes,No,Credit card,86.29,187.28,0,3,249.6,No
CUST-004560,26,12,Month-to-month,DSL,No,No,Yes,Yes,Bank transfer,60.0,719.25,0,3,99.3,No
CUST-004561,55,72,Month-to-month,Fiber optic,No,No,No,Yes,Mailed check,69.69,4999.59,0,2,438.7,No
CUST-004562,34,24,Month-to-month,Fiber optic,No,No,Yes,Yes,Credit card,74.78,1787.98,0,4,577.6,No
CUST-004563,50,4,Month-to-month,Fiber optic,No,Yes,No,Yes,Electronic check,66.57,252.92,0,3,251.0,No
CUST-004564,42,51,Two year,No internet service,No,No,No,No,Electronic check,23.64,1203.69,0,5,10.0,No
CUST-004565,53,2,Month-to-month,DSL,No,Yes,No,Yes,Mailed check,48.45,84.49,0,5,180.3,No
CUST-004566,47,68,Month-to-month,DSL,No,No,No,Yes,Bank transfer,35.27,2378.81,1,4,124.7,No
CUST-004567,18,21,Month-to-month,DSL,Yes,No,No,No,Electronic check,60.14,1240.9,0,4,124.8,Yes
CUST-004568,48,2,Two year,Fiber optic,No,No,Yes,No,Electronic check,78.27,119.77,0,3,320.0,No
CUST-004569,55,30,Month-to-month,Fiber optic,Yes,No,No,No,Credit card,74.05,2243.13,1,3,321.5,Yes
CUST-004570,52,18,One year,Fiber optic,Yes,Yes,No,No,Credit card,78.08,1419.76,0,4,92.7,No
CUST-004571,43,17,Month-to-month,DSL,Yes,Yes,Yes,Yes,Credit card,75.19,1253.66,3,3,69.4,No
CUST-004572,70,18,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Electronic check,84.58,1535.46,0,4,392.4,Yes
CUST-004573,50,14,Month-to-month,Fiber optic,Yes,No,No,Yes,Credit card,73.02,1023.13,1,4,364.3,No
CUST-004574,52,12,One year,No internet service,Yes,No,Yes,Yes,Credit card,41.41,471.08,1,2,4.2,No
CUST-004575,61,59,One year,DSL,Yes,Yes,Yes,No,Electronic check,73.76,4330.83,2,3,219.6,No
CUST-004576,50,9,Month-to-month,Fiber optic,Yes,No,Yes,No,Electronic check,76.46,685.16,0,4,361.3,No
CUST-004577,32,35,Month-to-month,No internet service,Yes,Yes,Yes,Yes,Electronic check,48.97,1728.77,0,3,4.1,No
CUST-004578,18,48,Month-to-month,Fiber optic,Yes,No,No,Yes,Credit card,70.91,3415.56,1,3,291.5,No
CUST-004579,38,51,Month-to-month,Fiber optic,No,No,Yes,No,Bank transfer,73.74,3749.97,1,4,320.6,No
CUST-004580,56,20,Month-to-month,Fiber optic,No,Yes,No,Yes,Electronic check,63.19,1272.99,0,3,392.3,Yes
CUST-004581,40,18,Month-to-month,No internet service,Yes,Yes,Yes,Yes,Electronic check,57.16,1025.63,3,4,5.7,Yes
CUST-004582,57,12,One year,Fiber optic,Yes,No,No,Yes,Credit card,72.36,853.62,3,4,338.8,No
CUST-004583,47,4,Two year,No internet service,No,No,No,Yes,Bank transfer,21.23,104.13,1,4,3.5,No
CUST-004584,64,30,One year,DSL,Yes,No,No,Yes,Credit card,47.74,1435.32,1,3,87.0,No
CUST-004585,41,25,One year,DSL,Yes,No,No,No,Electronic check,45.35,1143.97,1,3,117.1,No
CUST-004586,52,9,Two year,Fiber optic,Yes,Yes,No,Yes,Credit card,83.07,725.68,4,3,258.3,No
CUST-004587,53,1,Two year,Fiber optic,No,No,Yes,Yes,Electronic check,70.25,59.86,0,5,451.4,No
CUST-004588,68,2,Month-to-month,DSL,No,No,Yes,Yes,Electronic check,63.52,143.44,1,3,170.8,Yes
CUST-004589,19,14,Month-to-month,Fiber optic,No,No,No,Yes,Credit card,74.0,1030.39,1,3,161.2,Yes
CUST-004590,38,15,Month-to-month,DSL,Yes,No,No,Yes,Electronic check,49.12,732.34,0,3,72.2,No
CUST-004591,58,21,Two year,Fiber optic,Yes,No,Yes,Yes,Bank transfer,82.69,1715.27,0,3,403.4,No
CUST-004592,68,6,Month-to-month,DSL,No,No,No,Yes,Mailed check,32.28,197.62,1,3,94.6,No
CUST-004593,49,40,Month-to-month,DSL,No,Yes,No,Yes,Bank transfer,42.28,1669.62,0,4,103.5,No
CUST-004594,41,13,Month-to-month,DSL,No,No,No,No,Electronic check,48.16,633.4,1,4,99.9,No
CUST-004595,56,12,One year,DSL,No,Yes,No,Yes,Mailed check,57.27,667.38,1,3,99.8,No
CUST-004596,58,21,One year,Fiber optic,No,No,No,No,Electronic check,61.09,1278.7,1,4,244.0,No
CUST-004597,40,22,One year,Fiber optic,Yes,No,Yes,No,Credit card,81.85,1832.2,0,4,442.5,No
CUST-004598,50,37,One year,Fiber optic,No,Yes,Yes,Yes,Credit card,75.09,2785.65,0,5,251.8,No
CUST-004599,63,2,Two year,DSL,Yes,No,No,Yes,Credit card,47.35,87.77,0,4,196.6,No
CUST-004600,73,24,Month-to-month,Fiber optic,No,No,No,Yes,Credit card,71.64,1736.5,0,3,357.7,No
CUST-004601,56,18,Two year,Fiber optic,No,No,No,No,Bank transfer,66.55,1183.43,1,3,310.2,No
CUST-004602,46,55,One year,Fiber optic,Yes,Yes,Yes,Yes,Electronic check,82.02,4491.38,1,4,316.4,No
CUST-004603,44,11,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Electronic check,87.83,958.84,1,4,205.0,No
CUST-004604,53,24,Two year,DSL,No,No,No,Yes,Credit card,56.86,1386.61,1,3,132.2,No
CUST-004605,43,49,Two year,DSL,No,No,Yes,Yes,Mailed check,55.03,2717.32,0,3,152.8,No
CUST-004606,48,50,Two year,Fiber optic,Yes,No,No,Yes,Electronic check,69.67,3473.57,0,4,265.6,No
CUST-004607,29,14,Two year,Fiber optic,Yes,No,Yes,No,Electronic check,87.91,1225.06,1,4,445.0,No
CUST-004608,64,2,Month-to-month,DSL,Yes,Yes,No,Yes,Credit card,64.03,136.47,0,3,187.9,Yes
CUST-004609,28,17,Month-to-month,DSL,No,Yes,Yes,Yes,Electronic check,67.11,1189.43,1,4,173.9,Yes
CUST-004610,39,17,Month-to-month,No internet service,No,No,No,No,Mailed check,18.41,308.22,0,3,10.8,No
CUST-004611,46,53,Two year,No internet service,No,No,Yes,No,Bank transfer,29.9,1612.35,0,3,0.0,No
CUST-004612,75,20,Two year,No internet service,No,No,No,Yes,Bank transfer,18.0,364.99,1,4,9.4,No
CUST-004613,39,14,Two year,No internet service,No,No,Yes,No,Electronic check,25.85,378.97,0,4,5.4,No
CUST-004614,35,41,Two year,No internet service,Yes,Yes,No,No,Bank transfer,35.8,1488.07,0,4,1.9,No
CUST-004615,37,36,One year,DSL,Yes,Yes,No,Yes,Electronic check,56.33,2031.4,1,3,75.4,No
CUST-004616,70,32,Month-to-month,DSL,Yes,No,Yes,Yes,Electronic check,66.23,2118.79,2,4,70.0,No
CUST-004617,18,1,Month-to-month,DSL,No,Yes,Yes,Yes,Bank transfer,61.81,57.67,1,3,247.9,Yes
CUST-004618,30,4,Month-to-month,Fiber optic,No,Yes,No,Yes,Credit card,71.31,292.25,1,4,361.1,No
CUST-004619,85,10,One year,Fiber optic,Yes,Yes,No,Yes,Credit card,79.1,814.76,0,5,426.2,No
CUST-004620,54,10,Month-to-month,No internet service,No,No,Yes,No,Electronic check,35.73,383.75,1,3,7.2,No
CUST-004621,28,72,Two year,DSL,Yes,Yes,Yes,No,Electronic check,75.24,5441.49,0,3,186.1,No
CUST-004622,44,56,One year,Fiber optic,No,No,No,No,Mailed check,64.91,3625.64,0,3,394.0,No
CUST-004623,46,9,Month-to-month,Fiber optic,No,No,No,No,Electronic check,63.98,564.46,2,3,292.2,Yes
CUST-004624,58,2,Two year,Fiber optic,No,Yes,No,No,Electronic check,70.82,125.08,0,3,177.8,Yes
CUST-004625,73,56,One year,Fiber optic,No,No,No,No,Electronic check,61.08,3423.56,2,2,223.1,No
CUST-004626,51,2,One year,DSL,No,No,Yes,No,Electronic check,62.43,143.52,0,1,214.0,No
CUST-004627,37,8,Month-to-month,DSL,Yes,No,Yes,No,Bank transfer,62.19,486.22,1,3,137.6,No
CUST-004628,57,12,Month-to-month,DSL,No,No,Yes,Yes,Electronic check,56.2,670.74,3,3,247.1,Yes
CUST-004629,35,2,Month-to-month,Fiber optic,No,Yes,No,No,Electronic check,71.88,156.69,0,3,357.5,No
CUST-004630,29,16,Month-to-month,DSL,Yes,Yes,Yes,No,Electronic check,72.55,1154.38,2,3,129.5,No
CUST-004631,19,29,One year,Fiber optic,No,No,No,Yes,Bank transfer,66.34,1920.05,1,4,402.1,No
CUST-004632,22,16,Two year,Fiber optic,No,No,Yes,No,Mailed check,76.32,1243.41,0,4,157.6,No
CUST-004633,32,19,Two year,DSL,No,No,Yes,Yes,Electronic check,65.22,1239.65,1,4,66.0,No
CUST-004634,27,36,Month-to-month,Fiber optic,Yes,No,No,Yes,Mailed check,73.38,2627.27,0,4,215.7,No
CUST-004635,50,41,Two year,No internet service,Yes,No,No,No,Electronic check,26.74,1098.27,2,5,5.7,No
CUST-004636,27,0,Month-to-month,DSL,No,No,No,Yes,Credit card,53.99,62.66,1,4,126.6,No
CUST-004637,18,31,Month-to-month,Fiber optic,No,No,Yes,No,Mailed check,73.11,2316.5,1,3,125.1,No
CUST-004638,29,12,One year,Fiber optic,Yes,Yes,No,Yes,Bank transfer,87.97,1086.02,0,4,382.2,No
CUST-004639,38,55,Two year,Fiber optic,Yes,Yes,No,Yes,Bank transfer,69.02,3859.95,0,4,441.0,No
CUST-004640,36,14,Two year,Fiber optic,Yes,No,No,No,Bank transfer,70.99,972.55,0,5,253.8,No
CUST-004641,68,5,Two year,No internet service,No,No,Yes,No,Bank transfer,23.65,146.07,0,3,0.0,No
CUST-004642,36,16,Month-to-month,DSL,No,No,No,Yes,Mailed check,38.19,642.1,0,5,127.5,No
CUST-004643,58,72,Month-to-month,DSL,No,No,No,Yes,Mailed check,47.26,3403.33,1,3,139.9,No
CUST-004644,45,24,Month-to-month,DSL,No,Yes,No,Yes,Electronic check,52.43,1250.47,1,4,135.7,No
CUST-004645,44,46,One year,No internet service,No,No,Yes,Yes,Electronic check,28.96,1346.91,0,4,8.0,No
CUST-004646,32,7,Month-to-month,No internet service,No,No,No,Yes,Mailed check,28.17,190.67,0,3,1.0,Yes
CUST-004647,44,11,Month-to-month,Fiber optic,No,No,No,Yes,Mailed check,70.67,754.49,3,4,355.4,Yes
CUST-004648,34,19,Month-to-month,Fiber optic,Yes,Yes,No,No,Electronic check,78.74,1467.72,2,2,279.4,Yes
CUST-004649,48,46,One year,Fiber optic,Yes,No,Yes,Yes,Credit card,75.96,3464.22,1,4,315.7,No
CUST-004650,41,9,One year,Fiber optic,No,No,No,No,Electronic check,69.79,632.77,2,2,128.6,No
CUST-004651,31,14,Month-to-month,DSL,No,No,No,Yes,Electronic check,42.59,609.69,0,4,37.4,No
CUST-004652,60,0,Month-to-month,Fiber optic,Yes,No,Yes,No,Bank transfer,86.46,66.97,0,1,322.6,Yes
CUST-004653,51,7,One year,No internet service,No,Yes,No,Yes,Credit card,29.99,219.6,2,2,6.6,No
CUST-004654,38,72,One year,Fiber optic,No,Yes,Yes,Yes,Mailed check,80.99,5840.81,0,3,243.1,No
CUST-004655,47,24,Month-to-month,No internet service,Yes,No,Yes,Yes,Bank transfer,46.39,1120.29,1,3,5.3,No
CUST-004656,44,72,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,63.1,4556.8,1,3,431.8,No
CUST-004657,32,39,Two year,Fiber optic,Yes,No,Yes,No,Credit card,87.69,3424.22,1,4,323.7,No
